SYMBOL,MARKET_CAP,MARKET_CAP_CATEGORY,PE_RATIO,PRICE_TO_BOOK,ROE,DEBT_TO_EQUITY,OPERATING_MARGIN,PROFIT_MARGIN,REVENUE_GROWTH,EARNINGS_GROWTH,CURRENT_PRICE,SECTOR,RAW_SECTOR,INDUSTRY,FETCH_DATE,REVENUE_GROWTH_SCORE,EARNINGS_GROWTH_SCORE,GROWTH_SCORE,GROWTH_RANK,ROE_SCORE,OPERATING_MARGIN_SCORE,PROFIT_MARGIN_SCORE,DEBT_PENALTY,QUALITY_SCORE,QUALITY_RANK,PROMOTER_HOLDING,FII_HOLDING,DII_HOLDING,PLEDGE_PERCENT,OWNERSHIP_SCORE,OWNERSHIP_RANK
FLEXITUFF,233041920.0,MICRO CAP,0.0,-1.0035336,0.0,0.0,74.47299,-1.00013,0.0,0.0,7.1,FMCG,Consumer Cyclical,Textile Manufacturing,2026-05-11,0.0,0.0,0.0,1504,0.0,7447.299,-100.013,0.0,2209.18645,4,40.21,5.5,1.36,0.42,16.0215,2127
UTTAMSUGAR,9688989696.0,SMALL CAP,8.700342,1.2218583,0.0,34.457,0.08618,0.048460003,0.227,-0.039,254.05,FMCG,Consumer Defensive,Confectioners,2026-05-11,22.7,-3.9,9.4,1161,0.0,8.618,4.8460003,34.457,0.3512000749999995,1326,40.52,2.51,6.23,4.87,16.0055,2128
MOTOGENFIN,926671040.0,MICRO CAP,69.85294,1.2147095,0.0,0.0,0.13176,0.12891,0.0,0.0,23.75,REALTY,Real Estate,Real Estate Services,2026-05-11,0.0,0.0,0.0,1528,0.0,13.175999999999998,12.891,0.0,7.175549999999999,630,38.85,5.29,5.24,4.99,15.995499999999998,2129
MGEL,4600595968.0,MICRO CAP,10.189781,2.035579,0.20118,86.568,0.02214,0.013359999,0.982,1.386,13.96,FMCG,Consumer Defensive,Farm Products,2026-05-11,98.2,138.6,118.4,217,20.118,2.214,1.3359999,86.568,-0.6173000250000023,1457,39.77,4.2,4.06,2.04,15.9905,2130
IFGLEXPOR,13190387712.0,SMALL CAP,45.864662,1.1596664,0.0,19.053,0.00659,0.01551,0.237,0.0,183.0,OTHERS,Basic Materials,Building Materials,2026-05-11,23.7,0.0,11.85,1078,0.0,0.659,1.551,19.053,-1.3198500000000002,1525,37.91,5.47,4.74,1.06,15.988499999999997,2131
EMIL,45019455488.0,SMALL CAP,48.152264,2.892564,0.0,126.148,0.040510003,0.01306,0.029,-0.061,117.01,FMCG,Consumer Cyclical,Specialty Retail,2026-05-11,2.9000000000000004,-6.1,-1.5999999999999996,1667,0.0,4.0510003,1.306,126.148,-11.07299991,2072,35.89,10.85,4.31,9.27,15.966999999999999,2132
SABEVENTS,92780848.0,MICRO CAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,OTHERS,Communication Services,Publishing,2026-05-11,0.0,0.0,0.0,1558,0.0,0.0,0.0,0.0,0.0,1384,39.57,4.52,5.71,6.75,15.957999999999998,2133
EMPOWER,0.0,UNKNOWN,0.0,1.1862069,0.0,8.927,0.022090001,0.03125,0.976,0.0,2.58,OTHERS,,,2026-05-11,97.6,0.0,48.8,463,0.0,2.2090001000000004,3.125,8.927,0.5512500300000001,1304,35.26,10.75,3.55,5.02,15.951499999999998,2134
RRIL,0.0,UNKNOWN,0.0,0.0,0.0,26.175,0.06491,0.06179,0.04,-0.222,20.04,OTHERS,,,2026-05-11,4.0,-22.2,-9.1,1855,0.0,6.491,6.178999999999999,26.175,0.8745499999999997,1275,39.97,4.31,6.29,9.19,15.936,2135
SIGIND,1492161536.0,MICRO CAP,9.116906,0.7079214,0.0,173.841,0.056599997,0.01265,0.283,0.156,50.69,CAPITAL GOODS,Industrials,Conglomerates,2026-05-11,28.3,15.6,21.95,831,0.0,5.6599997,1.265,173.841,-15.36985009,2131,36.83,4.24,8.22,2.99,15.918500000000002,2136
ASHOKA,37389529088.0,SMALL CAP,1.3168875,0.8882413,0.0,44.43,0.21544,0.34372002,-0.235,2.225,133.19,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,-23.5,222.5,99.5,253,0.0,21.544,34.372002,44.43,10.613200499999998,450,37.35,2.76,8.12,0.31,15.899499999999998,2137
MIRZAINT,4492943872.0,MICRO CAP,52.435482,0.75701475,0.0,4.955,-0.0759,0.01554,0.033,0.0,32.51,FMCG,Consumer Cyclical,Footwear & Accessories,2026-05-11,3.3000000000000003,0.0,1.65,1448,0.0,-7.59,1.554,4.955,-2.3839999999999995,1622,39.68,5.42,2.14,1.6,15.889,2138
SURAKSHA,15994001408.0,SMALL CAP,49.136,6.923996,0.0,51.3,0.17318001,0.11321,0.292,0.22,307.1,PHARMA,Healthcare,Diagnostics & Research,2026-05-11,29.2,22.0,25.6,745,0.0,17.318001,11.321,51.3,2.895650299999999,1017,35.09,10.56,4.53,6.95,15.887,2139
ZFSTEERING,0.0,UNKNOWN,38.30592,0.0,0.0,22.903,0.081199996,0.03613,0.218,0.0,815.15,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,21.8,0.0,10.9,1108,0.0,8.1199996,3.613,22.903,1.04894988,1252,37.12,7.11,5.18,5.36,15.884000000000002,2140
MANUGRAPH,457524576.0,MICRO CAP,8.848485,0.73980236,0.0,10.149,0.04413,0.05503,1.761,0.0,14.6,CAPITAL GOODS,Industrials,Specialty Industrial Machinery,2026-05-11,176.1,0.0,88.05,291,0.0,4.413,5.503,10.149,1.6847500000000002,1172,37.24,6.12,7.39,8.39,15.8785,2141
ZODIAC,0.0,UNKNOWN,84.63807,4.7573123,0.0,178.121,0.07982,0.039470002,0.318,-0.288,315.7,OTHERS,,,2026-05-11,31.8,-28.8,1.5000000000000018,1453,0.0,7.982,3.9470002,178.121,-14.43074995,2120,36.14,10.78,1.43,3.67,15.8735,2142
AARTISURF,3479959552.0,MICRO CAP,19.446548,1.4686811,0.0,49.926,0.03958,0.02221,0.276,3.547,411.1,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,27.6,354.7,191.15,139,0.0,3.958,2.221,49.926,-3.249950000000001,1698,36.65,5.09,8.52,6.17,15.867499999999996,2143
BCONCEPTS,3039461888.0,MICRO CAP,58.677105,3.928214,0.0,238.883,0.05854,0.00077,0.32,-0.677,243.51,FMCG,Consumer Cyclical,Footwear & Accessories,2026-05-11,32.0,-67.7,-17.85,2032,0.0,5.854,0.077,238.883,-22.11285,2202,39.79,4.23,4.03,3.42,15.860999999999999,2144
RMC,4899725824.0,MICRO CAP,12.013744,3.8588731,0.41316003,58.799,0.13352,0.08891,1.301,0.836,463.25,CAPITAL GOODS,Industrials,Electrical Equipment & Parts,2026-05-11,130.1,83.6,106.85,237,41.316003,13.352,8.891,58.799,14.80905105,271,36.91,10.5,2.11,7.52,15.843999999999996,2145
WAAREEINDO,17664927744.0,SMALL CAP,7.1638265,8.676994,1.5063001,1.07,0.66416,0.36273,-0.57,0.048,424.6,IT,Technology,Solar,2026-05-11,-56.99999999999999,4.8,-26.1,2134,150.63001,66.416,36.273,1.07,81.60655349999999,21,34.08,10.66,3.69,2.05,15.8435,2146
BOROLTD,29248743424.0,SMALL CAP,38.82222,3.4183564,0.0,9.413,0.09201,0.06364,0.002,-0.327,244.58,FMCG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-05-11,0.2,-32.7,-16.25,1999,0.0,9.201,6.364,9.413,3.4099999999999997,958,36.17,10.31,3.65,8.26,15.838999999999999,2147
PRINCEPIPE,28204003328.0,SMALL CAP,65.063774,1.7776988,0.0,14.911,-0.00988,0.01672,-0.008,0.0,255.05,CAPITAL GOODS,Industrials,Building Products & Equipment,2026-05-11,-0.8,0.0,-0.4,1616,0.0,-0.988,1.672,14.911,-1.3695000000000002,1526,39.44,2.34,8.81,8.81,15.827499999999997,2148
BANSALWIRE,49573441536.0,SMALL CAP,30.80253,3.4642525,0.11923,38.769,0.05409,0.03869,0.209,0.209,316.65,METALS,Basic Materials,Steel,2026-05-11,20.9,20.9,20.9,848,11.923,5.409,3.869,38.769,2.8861,1019,40.14,6.15,1.12,3.58,15.815999999999999,2149
GRAUWEIL,31775078400.0,SMALL CAP,22.606453,3.187918,0.0,1.192,0.11196,0.11925,0.058,-0.253,70.08,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,5.800000000000001,-25.3,-9.75,1875,0.0,11.196,11.925,1.192,6.22085,709,41.24,5.09,1.51,5.27,15.8115,2150
APEX,15453124608.0,SMALL CAP,46.872036,3.0340774,0.0,7.972,0.039809998,0.03447,0.145,0.0,494.5,FMCG,Consumer Defensive,Farm Products,2026-05-11,14.499999999999998,0.0,7.249999999999999,1244,0.0,3.9809998,3.447,7.972,1.2588499399999995,1223,36.29,7.15,7.01,7.88,15.811,2151
PATELENG,26750885888.0,SMALL CAP,9.828071,0.6191013,0.0,39.667,0.09563,0.04982,0.028,-0.152,28.01,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,2.8000000000000003,-15.2,-6.199999999999999,1793,0.0,9.563,4.982,39.667,0.1476999999999995,1346,36.12,9.98,2.1,3.54,15.806999999999999,2152
FLFL,369248032.0,MICRO CAP,0.0,-0.019628244,0.0,0.0,-0.61004,-0.92297,-0.787,0.0,1.83,FMCG,Consumer Cyclical,Apparel Manufacturing,2026-05-11,-78.7,0.0,-39.35,2271,0.0,-61.004000000000005,-92.297,0.0,-41.37545,2288,35.93,10.16,2.16,3.64,15.799499999999998,2153
EIEL,38470909952.0,SMALL CAP,18.355947,3.3737667,0.0,25.86,0.23903999,0.18259001,0.01,-0.112,219.17,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,1.0,-11.2,-5.1000000000000005,1766,0.0,23.903999,18.259001,25.86,9.149949950000002,510,37.79,4.24,7.55,6.08,15.777999999999999,2154
ADVAIT,22169939968.0,SMALL CAP,48.83402,9.567253,0.0,31.997,0.11015,0.06746,1.144,0.654,2027.1,CAPITAL GOODS,Industrials,Specialty Industrial Machinery,2026-05-11,114.4,65.4,89.9,286,0.0,11.015,6.746,31.997,1.7912999999999997,1153,37.33,8.0,2.06,2.09,15.7715,2155
BOMDYEING,26473641984.0,SMALL CAP,152.59523,1.1565355,0.0,0.13,-0.11046,0.01224,-0.219,0.0,128.18,FMCG,Consumer Cyclical,Textile Manufacturing,2026-05-11,-21.9,0.0,-10.95,1905,0.0,-11.046,1.224,0.13,-3.0207999999999995,1672,42.07,3.45,1.16,3.17,15.732499999999998,2156
HOMEFIRST,122352222208.0,MID CAP,22.695215,3.0148828,0.15714,243.084,0.66060996,0.50337005,0.323,0.235,1171.3,NBFC,Financial Services,Mortgage Finance,2026-05-11,32.300000000000004,23.5,27.9,698,15.714,66.060996,50.337005000000005,243.084,13.594050049999996,309,23.58,17.26,12.65,8.79,15.7145,2157
DATAMATICS,46383738880.0,SMALL CAP,23.794724,3.1887832,0.0,12.851,0.14554,0.09916,0.199,-0.51,784.75,IT,Technology,Information Technology Services,2026-05-11,19.9,-51.0,-15.55,1984,0.0,14.554,9.916,12.851,5.5601,765,31.45,10.42,7.22,2.27,15.711499999999997,2158
AKCAPIT,0.0,UNKNOWN,0.0,1.012925,0.0,308.999,0.69446,0.18732001,0.171,0.517,1556.8,OTHERS,,,2026-05-11,17.1,51.7,34.400000000000006,596,0.0,69.446,18.732001,308.999,-5.383099750000003,1861,35.74,6.01,8.22,6.6,15.707,2159
PASUPTAC,4818536448.0,MICRO CAP,8.775974,1.2594353,0.0,28.845,0.13371,0.0588,0.548,1.526,54.06,FMCG,Consumer Cyclical,Textile Manufacturing,2026-05-11,54.8,152.6,103.7,242,0.0,13.371,5.88,28.845,2.596799999999999,1061,38.82,5.33,3.01,2.87,15.651499999999999,2160
KERNEX,25297725440.0,SMALL CAP,48.0102,14.721526,0.0,51.362,0.20544,0.20357001,0.972,-0.159,1505.6,IT,Technology,Software - Application,2026-05-11,97.2,-15.9,40.65,535,0.0,20.544,20.357001,51.362,6.1162502499999984,720,27.32,14.97,8.98,6.77,15.620999999999999,2161
MOLDTECH,3750714624.0,MICRO CAP,32.79849,2.897935,0.0,4.117,0.07492,0.04003,0.568,6.105,130.21,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,56.8,610.5,333.65,84,0.0,7.492,4.003,4.117,2.83665,1026,38.8,5.63,1.37,0.11,15.600499999999998,2162
UMIYA-MRO,1656203136.0,MICRO CAP,3.925598,1.4641317,0.42873,110.392,0.20363002,0.555,0.631,0.833,88.64,REALTY,Real Estate,Real Estate - Development,2026-05-11,63.1,83.3,73.2,338,42.873,20.363002,55.50000000000001,110.392,23.9502506,127,35.65,5.58,8.94,7.96,15.590499999999999,2163
SECMARK,1434884608.0,MICRO CAP,67.82902,6.552708,0.0,0.0,-0.38703,0.05629,-0.094,0.0,130.91,CAPITAL GOODS,Industrials,Consulting Services,2026-05-11,-9.4,0.0,-4.7,1750,0.0,-38.703,5.629,0.0,-10.20365,2046,42.59,3.33,2.43,9.3,15.583000000000002,2164
AMDIND,924987200.0,MICRO CAP,0.0,0.5928018,0.0,53.424,-0.14892,-0.02091,-0.154,0.0,48.26,FMCG,Consumer Cyclical,Packaging & Containers,2026-05-11,-15.4,0.0,-7.7,1824,0.0,-14.892,-2.091,53.424,-10.33275,2053,36.3,3.2,9.72,5.24,15.570999999999998,2165
WPIL,0.0,UNKNOWN,0.0,0.0,0.0,31.9,0.19006,0.06238,0.412,0.735,423.75,OTHERS,,,2026-05-11,41.2,73.5,57.35,402,0.0,19.006,6.238,31.9,4.071299999999999,902,40.3,4.83,3.5,8.61,15.567999999999998,2166
WSTCSTPAPR,34391666688.0,SMALL CAP,24.073048,0.9711092,0.0,11.26,0.01271,0.034849998,0.033,-0.581,520.7,OTHERS,Basic Materials,Paper & Paper Products,2026-05-11,3.3000000000000003,-58.1,-27.4,2149,0.0,1.271,3.4849998,11.26,0.12654995,1348,35.49,11.48,1.34,6.41,15.559500000000002,2167
VERTOZ,4363776000.0,MICRO CAP,10.039216,1.7846562,0.0,8.016,0.111379996,0.09083,0.139,-0.2,51.2,IT,Technology,Software - Infrastructure,2026-05-11,13.900000000000002,-20.0,-3.049999999999999,1706,0.0,11.1379996,9.083,8.016,4.81054988,822,30.77,14.47,4.61,7.1,15.552999999999997,2168
INA,0.0,UNKNOWN,16.981365,4.384783,0.0,37.384,0.10946,0.099379994,0.77,1.702,136.7,IT,Technology,Solar,2026-05-11,77.0,170.2,123.6,213,0.0,10.946,9.9379994,37.384,2.02989985,1124,29.9,11.6,6.42,0.13,15.536999999999999,2169
MHLXMIRU,1942554496.0,MICRO CAP,9.265958,2.4583356,0.0,18.767,0.25803,0.19863,0.095,0.116,182.91,FMCG,Consumer Cyclical,Textile Manufacturing,2026-05-11,9.5,11.6,10.55,1119,0.0,25.803,19.863,18.767,10.82995,432,40.42,2.18,3.91,2.65,15.5135,2170
THACKER,0.0,UNKNOWN,0.0,0.0,0.0,0.085,0.62573004,3.95647,-0.036,0.021,1168.2,OTHERS,,,2026-05-11,-3.6,2.1,-0.7499999999999998,1639,0.0,62.573004,395.647,0.085,117.6751512,18,36.66,2.77,7.97,1.54,15.500499999999997,2171
PROZONER,7624039936.0,SMALL CAP,0.0,1.5876446,0.0,53.946,0.28983998,-0.14723,0.298,1.4,49.96,REALTY,Real Estate,Real Estate - Diversified,2026-05-11,29.8,140.0,84.9,298,0.0,28.983998,-14.723,53.946,-0.3801506000000003,1431,38.98,5.46,1.35,1.25,15.4935,2172
UFO,2917705216.0,MICRO CAP,14.826429,0.92952794,0.0,29.853,0.08045,0.04428,-0.049,-0.583,75.17,OTHERS,Communication Services,Entertainment,2026-05-11,-4.9,-58.3,-31.6,2197,0.0,8.045,4.428,29.853,0.5351999999999997,1307,40.94,3.86,2.33,5.87,15.482499999999998,2173
ROTO,10926621696.0,SMALL CAP,34.843376,4.7616696,0.0,12.527,0.12906,0.10983,0.0,0.172,57.84,CAPITAL GOODS,Industrials,Specialty Industrial Machinery,2026-05-11,0.0,17.2,8.6,1195,0.0,12.906,10.983,12.527,5.36485,779,41.12,3.87,1.91,5.49,15.481499999999997,2174
RELIABLE,1341290368.0,MICRO CAP,11.410887,2.2189026,0.0,66.061,0.21822001,0.05625,-0.298,-0.236,129.97,IT,Technology,Information Technology Services,2026-05-11,-29.8,-23.6,-26.7,2141,0.0,21.822001,5.625,66.061,1.3467502999999983,1213,28.02,13.38,7.16,1.52,15.458999999999998,2175
RAJVIR,37610260.0,MICRO CAP,0.0,-0.02716388,0.0,0.0,-0.49508998,-2.12832,-0.159,0.0,7.65,FMCG,Consumer Cyclical,Textile Manufacturing,2026-05-11,-15.9,0.0,-7.95,1827,0.0,-49.508998,-212.832,0.0,-68.0606994,2316,36.4,5.4,6.13,4.78,15.4145,2176
SRGHFL,5024588288.0,SMALL CAP,16.789087,1.7973894,0.0,249.831,0.34245,0.26159,0.336,0.257,320.0,NBFC,Financial Services,Mortgage Finance,2026-05-11,33.6,25.7,29.65,664,0.0,34.245,26.159,249.831,-8.169850000000004,1981,33.83,6.42,9.13,6.36,15.413,2177
ORIENTELEC,39927427072.0,SMALL CAP,45.972973,5.24632,0.13179,12.281,0.06434,0.02873,0.104,0.295,187.11,FMCG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-05-11,10.4,29.5,19.95,868,13.178999999999998,6.433999999999999,2.873,12.281,6.033,730,40.47,2.14,3.08,1.7,15.406499999999998,2178
ASALCBR,17932732416.0,SMALL CAP,19.785112,2.770883,0.0,12.748,0.13385999,0.08528,-0.204,0.001,893.1,FMCG,Consumer Defensive,Beverages - Wineries & Distilleries,2026-05-11,-20.4,0.1,-10.15,1889,0.0,13.385999000000002,8.527999999999999,12.748,4.8729997,819,36.31,6.57,6.75,9.73,15.394,2179
VIRINCHI,1914434688.0,MICRO CAP,0.0,0.38987136,0.0,64.151,0.15117,-0.05529,-0.067,-0.622,17.46,IT,Technology,Software - Application,2026-05-11,-6.7,-62.2,-34.45,2228,0.0,15.117,-5.529,64.151,-3.26225,1700,30.38,14.24,4.18,5.64,15.386,2180
PVSL,7661638144.0,SMALL CAP,0.0,1.2179966,0.0,176.217,0.0091699995,-0.00354,0.308,0.0,107.61,AUTO,Consumer Cyclical,Auto & Truck Dealerships,2026-05-11,30.8,0.0,15.4,986,0.0,0.91699995,-0.354,176.217,-17.435100015,2156,38.66,5.75,3.07,6.38,15.385499999999999,2181
MAHEPC,3377848320.0,MICRO CAP,26.618942,1.8246741,0.07096,24.485,0.05841,0.04066,0.116,-0.237,120.85,CAPITAL GOODS,Industrials,Farm & Heavy Construction Machinery,2026-05-11,11.6,-23.7,-6.049999999999999,1790,7.095999999999999,5.840999999999999,4.066,24.485,2.8038999999999987,1030,37.74,4.42,6.7,8.56,15.354000000000001,2182
MANINDS,40231378944.0,SMALL CAP,20.33169,2.0880373,0.0,28.531,0.12782,0.051799998,0.134,0.455,536.35,METALS,Basic Materials,Steel,2026-05-11,13.4,45.5,29.45,668,0.0,12.781999999999998,5.1799998,28.531,2.2764999499999994,1096,38.95,4.9,1.4,1.11,15.3415,2183
VENKEYS,23758292992.0,SMALL CAP,46.370636,1.6378304,0.0,13.056,0.063140005,0.01475,0.089,1.383,1686.5,FMCG,Consumer Defensive,Farm Products,2026-05-11,8.9,138.3,73.60000000000001,337,0.0,6.3140005,1.475,13.056,0.95735015,1265,38.51,3.63,5.95,7.14,15.341,2184
ATGL,682432135168.0,LARGE CAP,104.28572,14.033699,0.14456001,46.363,0.15255,0.11124,0.161,0.085,620.5,IT,Utilities,Utilities - Regulated Gas,2026-05-11,16.1,8.5,12.3,1066,14.456001,15.255,11.124,46.363,7.78080035,593,11.89,24.2,16.28,1.51,15.3405,2185
ATLASCYCLE,651359360.0,MICRO CAP,0.0,0.16981082,0.0,2.346,-0.99077004,-0.31385002,-0.311,0.0,100.15,FMCG,Consumer Cyclical,Leisure,2026-05-11,-31.1,0.0,-15.55,1987,0.0,-99.077004,-31.385002,2.346,-37.8039517,2279,40.6,2.15,5.69,9.66,15.3115,2186
GSS,361037728.0,MICRO CAP,0.0,0.1051042,0.0,41.074,0.03375,-0.01895,-0.205,0.0,13.99,IT,Technology,Information Technology Services,2026-05-11,-20.5,0.0,-10.25,1891,0.0,3.375,-1.895,41.074,-3.5686500000000003,1728,29.51,13.45,5.35,3.91,15.309999999999999,2187
STEELCAS,28189259776.0,SMALL CAP,31.157719,7.844711,0.0,0.0,0.24870001,0.2086,-0.043,0.07,278.55,METALS,Basic Materials,Steel,2026-05-11,-4.3,7.000000000000001,1.3500000000000003,1458,0.0,24.870001,20.86,0.0,12.676000299999998,353,40.91,2.04,3.93,6.07,15.306,2188
RISHABH,19333931008.0,SMALL CAP,27.814753,2.7975812,0.0,14.997,0.11785,0.09026,0.013,1.51,501.5,IT,Technology,Scientific & Technical Instruments,2026-05-11,1.3,151.0,76.15,326,0.0,11.785,9.026,14.997,4.2923,877,29.99,13.65,2.87,0.65,15.244,2189
EMUDHRA,41124319232.0,SMALL CAP,40.390816,5.0437717,0.13259,3.153,0.18315001,0.15114,0.338,0.216,501.25,IT,Technology,Software - Application,2026-05-11,33.800000000000004,21.6,27.700000000000003,703,13.259000000000002,18.315001,15.114,3.153,13.598350299999998,308,34.66,8.92,1.88,0.46,15.231,2190
DBCORP,41140940800.0,SMALL CAP,12.76604,1.7865657,0.0,12.612,0.18229,0.13826999,-0.058,-0.19,230.81,OTHERS,Communication Services,Publishing,2026-05-11,-5.800000000000001,-19.0,-12.4,1934,0.0,18.229,13.826999,12.612,7.664249749999998,603,40.84,2.72,2.12,4.36,15.204,2191
TOLINS,4255891456.0,MICRO CAP,13.465,1.2921026,0.0,4.609,0.14035,0.11306,0.338,-0.256,107.72,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,33.800000000000004,-25.6,4.100000000000001,1347,0.0,14.035,11.306,4.609,6.576099999999999,672,37.79,4.57,5.14,6.93,15.1895,2192
CCAVENUE,48560222208.0,SMALL CAP,17.884615,0.9676748,0.0,1.811,0.03235,0.03665,1.225,0.13,13.95,IT,Technology,Software - Infrastructure,2026-05-11,122.5,13.0,67.75,356,0.0,3.235,3.665,1.811,1.70565,1167,33.54,7.95,7.64,8.57,15.177,2193
KSHITIJPOL,388042112.0,MICRO CAP,17.44,0.86800724,0.0,18.781,0.01428,-0.107250005,-0.007,0.0,4.36,CAPITAL GOODS,Industrials,Business Equipment & Supplies,2026-05-11,-0.7000000000000001,0.0,-0.35,1614,0.0,1.428,-10.7250005,18.781,-4.130950125,1772,40.85,2.44,2.79,5.79,15.147999999999998,2194
GKWLIMITED,10333977600.0,SMALL CAP,144.45372,0.39758748,0.0,0.016,0.59816,0.16609,6.451,0.0,1732.0,CAPITAL GOODS,Industrials,Specialty Business Services,2026-05-11,645.0999999999999,0.0,322.54999999999995,89,0.0,59.816,16.608999999999998,0.016,22.09545,144,36.17,7.17,3.51,5.47,15.140999999999998,2195
BALAXI,1551330816.0,MICRO CAP,16.432749,0.6167962,0.0,23.745,0.03487,0.03424,-0.01,-0.938,28.1,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,-1.0,-93.8,-47.4,2314,0.0,3.487,3.424,23.745,-0.4724000000000004,1439,36.62,2.67,8.2,5.36,15.132,2196
TNTELE,435339904.0,MICRO CAP,0.0,-0.22794135,0.0,0.0,2.94939,0.0,0.0,0.0,9.53,IT,Technology,Communication Equipment,2026-05-11,0.0,0.0,0.0,1547,0.0,294.939,0.0,0.0,88.4817,20,33.81,11.43,2.37,7.36,15.119,2197
ASTRON,202282640.0,MICRO CAP,0.0,0.24537064,0.0,94.276,-0.66063005,0.0,0.056,0.0,4.28,OTHERS,Basic Materials,Paper & Paper Products,2026-05-11,5.6000000000000005,0.0,2.8000000000000003,1402,0.0,-66.063005,0.0,94.276,-29.2465015,2248,38.3,7.4,1.47,8.9,15.102499999999997,2198
RUDRA,2110230656.0,MICRO CAP,15.69403,1.600944,0.0,175.134,0.085159995,0.02217,0.069,3.625,21.03,METALS,Basic Materials,Steel,2026-05-11,6.9,362.5,184.7,142,0.0,8.5159995,2.217,175.134,-14.40435015,2118,36.49,7.15,2.08,3.45,15.091499999999998,2199
RUCHINFRA,1607329792.0,MICRO CAP,21.967741,0.9339002,0.0,43.622,-0.00509,0.17377001,0.026,0.0,6.81,CAPITAL GOODS,Industrials,Specialty Business Services,2026-05-11,2.6,0.0,1.3,1460,0.0,-0.509,17.377001,43.622,-0.1706497500000008,1405,37.55,4.93,3.89,5.23,15.070999999999998,2200
IVALUE,13406295040.0,SMALL CAP,14.275741,2.6555278,0.0,19.844,0.11938,0.08998,-0.096,-0.068,245.4,IT,Technology,Information Technology Services,2026-05-11,-9.6,-6.800000000000001,-8.2,1834,0.0,11.938,8.998000000000001,19.844,3.8465,924,29.43,10.85,7.88,4.71,15.054499999999999,2201
ECLERX,157304930304.0,MID CAP,24.259844,6.0430965,0.0,15.04,0.21484,0.17119,0.254,0.393,1688.0,IT,Technology,Information Technology Services,2026-05-11,25.4,39.3,32.35,630,0.0,21.484,17.119,15.04,9.22095,506,20.37,21.45,8.56,6.5,15.054499999999999,2202
ORBTEXP,4253184000.0,MICRO CAP,11.12552,1.4226174,0.0,3.749,0.14231,0.16444,0.044,-0.004,160.43,FMCG,Consumer Cyclical,Textile Manufacturing,2026-05-11,4.4,-0.4,2.0,1437,0.0,14.231,16.444,3.749,8.005399999999998,580,37.7,6.63,1.99,6.54,15.027500000000002,2203
FERMENTA,0.0,UNKNOWN,0.0,2.0949824,0.0,29.025,0.14264,0.15995,-0.122,-0.659,281.0,OTHERS,,,2026-05-11,-12.2,-65.9,-39.05,2266,0.0,14.264,15.995,29.025,5.375450000000001,778,35.29,10.88,1.09,9.0,14.988000000000001,2204
JNKINDIA,20719734784.0,SMALL CAP,45.158535,3.7916486,0.0,4.714,0.11675999,0.06815,1.167,5.373,370.3,CAPITAL GOODS,Industrials,Specialty Industrial Machinery,2026-05-11,116.7,537.3000000000001,327.00000000000006,87,0.0,11.675999,6.815,4.714,4.7351497,833,35.28,8.42,1.89,4.12,14.934499999999998,2205
TCIEXP,20915300352.0,SMALL CAP,24.892548,2.5896065,0.0,1.735,0.084189996,0.06967,0.059,0.149,544.4,CAPITAL GOODS,Industrials,Integrated Freight & Logistics,2026-05-11,5.9,14.9,10.4,1128,0.0,8.418999600000001,6.967,1.735,4.09394988,898,37.98,3.76,2.6,1.46,14.924999999999997,2206
SINCLAIR,4048002304.0,MICRO CAP,29.576778,3.4625337,0.0,30.207,0.29522,0.24098,0.234,4.091,78.97,FMCG,Consumer Cyclical,Lodging,2026-05-11,23.4,409.1,216.25,126,0.0,29.522,24.098,30.207,11.860399999999998,378,39.16,6.05,1.11,9.06,14.892499999999997,2207
URBANCO,194407284736.0,MID CAP,0.0,8.254862,-0.11921,6.335,-0.19743,-0.13876,0.547,0.0,126.06,IT,Technology,Software - Application,2026-05-11,54.7,0.0,27.35,708,-11.921,-19.743,-13.876,6.335,-14.19775,2114,16.4,22.84,11.29,5.49,14.865499999999999,2208
NGIL,664328768.0,MICRO CAP,0.8828125,2.0304928,0.0,41.959,0.07328,-0.03632,-0.252,1068.519,37.29,FMCG,Consumer Defensive,Packaged Foods,2026-05-11,-25.2,106851.9,53413.35,3,0.0,7.327999999999999,-3.632,41.959,-2.905500000000001,1667,35.03,9.83,1.41,7.11,14.850999999999999,2209
SERVOTECH,21794041856.0,SMALL CAP,77.2,9.162553,0.0,56.375,0.11184,0.04832,-0.022,0.75,96.5,CAPITAL GOODS,Industrials,Electrical Equipment & Parts,2026-05-11,-2.2,75.0,36.4,580,0.0,11.184,4.832,56.375,-1.074300000000001,1506,35.13,4.4,5.22,0.76,14.8445,2210
