FINAL_RANK,SYMBOL,SECTOR,PE_RATIO,PRICE_TO_BOOK,ROE,REVENUE_GROWTH,EARNINGS_GROWTH,PROMOTER_HOLDING,FII_HOLDING,DII_HOLDING,GROWTH_SCORE,QUALITY_SCORE,OWNERSHIP_SCORE,VALUATION_SCORE,FINAL_SCORE,RATING,AI_RESEARCH_SUMMARY
1984,VARDMNPOLY,FMCG,49.785713,-1.4578539,0.0,-0.329,0.0,54.6,4.61,8.92,-16.45,-0.2062999099999999,22.001,-19.172167879538424,-4.431123548907683,AVOID,"VARDMNPOLY operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -4.43.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.33.

Promoter holding is currently 54.6%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for VARDMNPOLY: AVOID."
1985,ACI,CHEMICALS,52.59275,4.0389943,0.0,0.051,-0.505,45.96,24.12,7.5,-22.7,5.40365,24.385,-20.61809914177588,-4.435524828355176,AVOID,"ACI operates in the CHEMICALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -4.44.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.05.

Promoter holding is currently 45.96%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for ACI: AVOID."
1986,ANIKINDS,FMCG,74.11475,0.39399722,0.07674,-0.133,-0.985,54.36,4.7,5.7,-55.9,1.8973000000000004,21.384,36.81176681179156,-4.561656637641687,AVOID,"ANIKINDS operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -4.56.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.08, while revenue growth stands at -0.13.

Promoter holding is currently 54.36%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for ANIKINDS: AVOID."
1987,PRECAM,AUTO,19.838371,1.9817172,0.0,-0.089,-0.29,61.28,5.24,6.22,-18.95,5.36225,23.777,-26.699726573028205,-4.66087031460564,AVOID,"PRECAM operates in the AUTO sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -4.66.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.09.

Promoter holding is currently 61.28%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for PRECAM: AVOID."
1988,IFBAGRO,FMCG,21.765917,1.5905063,0.0,0.159,-0.354,52.82,3.71,1.21,-9.75,0.2029999999999998,18.9735,-28.092225577473265,-4.687845115494653,AVOID,"IFBAGRO operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -4.69.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.16.

Promoter holding is currently 52.82%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for IFBAGRO: AVOID."
1989,GULFOILLUB,CHEMICALS,13.961002,2.933954,0.0,0.091,-0.224,44.44,2.73,6.29,-6.650000000000001,2.64789985,17.5195,-35.04384786910995,-4.705499618821991,AVOID,"GULFOILLUB operates in the CHEMICALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -4.71.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.09.

Promoter holding is currently 44.44%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for GULFOILLUB: AVOID."
1990,HMT,CAPITAL GOODS,0.0,-1.0705187,0.0,-0.286,0.0,35.04,16.32,12.84,-14.3,-43.0140025,19.892,41.9762018169323,-4.820560386613538,AVOID,"HMT operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -4.82.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.29.

Promoter holding is currently 35.04%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for HMT: AVOID."
1991,EMMBI,FMCG,21.889181,0.8116781,0.0,0.091,-0.383,47.25,8.27,7.16,-14.599999999999998,-5.856449892500001,20.0705,-13.70383350300667,-4.8636016683513335,AVOID,"EMMBI operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -4.86.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.09.

Promoter holding is currently 47.25%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for EMMBI: AVOID."
1992,SRD,CHEMICALS,24.708572,2.5233428,0.0,-0.111,-0.267,49.25,8.56,3.2,-18.9,1.5215999999999998,20.1135,-18.91003690111109,-4.972827380222218,AVOID,"SRD operates in the CHEMICALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -4.97.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.11.

Promoter holding is currently 49.25%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for SRD: AVOID."
1993,UPL,OTHERS,31.963688,1.7184558,0.0,0.125,-0.517,63.61,37.16,23.64,-19.6,-3.1393000000000013,38.9675,-29.814858670760664,-4.991261734152133,AVOID,"UPL operates in the OTHERS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -4.99.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.12.

Promoter holding is currently 63.61%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for UPL: AVOID."
1994,GEEKAYWIRE,CAPITAL GOODS,9.546075,1.769693,0.20352,0.017,-0.185,47.6,3.89,3.6,-8.4,4.029749699999998,17.955000000000002,-36.99678145493387,-5.119431380986773,AVOID,"GEEKAYWIRE operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -5.12.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.2, while revenue growth stands at 0.02.

Promoter holding is currently 47.6%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for GEEKAYWIRE: AVOID."
1995,KNAGRI,FMCG,12.905994,1.2977868,0.0,0.079,-0.263,54.73,9.71,6.74,-9.2,-0.2912000000000001,23.552499999999995,-34.91877180013059,-5.120614360026119,AVOID,"KNAGRI operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -5.12.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.08.

Promoter holding is currently 54.73%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for KNAGRI: AVOID."
1996,KARMAENG,IT,26.550264,1.3881819,0.0,0.268,0.0,27.4,13.01,2.08,13.4,-56.07179975000001,13.811999999999998,24.24750931469741,-5.189638062060522,AVOID,"KARMAENG operates in the IT sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -5.19.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.27.

Promoter holding is currently 27.4%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for KARMAENG: AVOID."
1997,AMNPLST,CHEMICALS,28.100325,3.5503128,0.0,-0.253,-0.22,45.61,7.42,6.47,-23.65,2.66959985,18.821,-13.613842076390144,-5.252688460278028,AVOID,"AMNPLST operates in the CHEMICALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -5.25.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.25.

Promoter holding is currently 45.61%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for AMNPLST: AVOID."
1998,ALLCARGO,CAPITAL GOODS,20.723404,1.3994253,0.0,-0.874,0.0,53.06,12.38,2.28,-43.7,-5.225950000000001,22.209,24.815194919799808,-5.272946016040041,AVOID,"ALLCARGO operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -5.27.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.87.

Promoter holding is currently 53.06%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for ALLCARGO: AVOID."
1999,BHARTIARTL,TELECOM,34.75805,8.58791,0.23125,0.196,-0.553,42.19,26.25,25.44,-17.85,9.7677,28.6945,-43.0858547834638,-5.302960956692759,AVOID,"BHARTIARTL operates in the TELECOM sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -5.3.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.23, while revenue growth stands at 0.2.

Promoter holding is currently 42.19%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for BHARTIARTL: AVOID."
2000,TTKHLTCARE,PHARMA,21.553831,1.1938103,0.0,0.022,-0.371,47.23,10.27,8.54,-17.45,2.2674999,20.7505,-24.65271268115251,-5.335192566230502,AVOID,"TTKHLTCARE operates in the PHARMA sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -5.34.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.02.

Promoter holding is currently 47.23%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for TTKHLTCARE: AVOID."
2001,AWHCL,CAPITAL GOODS,16.932285,2.0339248,0.0,0.081,-0.27,47.35,2.65,5.38,-9.45,-1.0611999,18.5705,-30.725448433764253,-5.58434965675285,AVOID,"AWHCL operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -5.58.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.08.

Promoter holding is currently 47.35%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for AWHCL: AVOID."
2002,DENTA,CAPITAL GOODS,11.65579,1.7485896,0.0,0.042,-0.312,64.08,13.99,7.14,-13.5,15.9610991,28.021,-59.714981906235394,-5.600466651247078,AVOID,"DENTA operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -5.6.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.04.

Promoter holding is currently 64.08%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for DENTA: AVOID."
2003,KAMATHOTEL,FMCG,16.561968,2.5388308,0.0,0.062,-0.272,55.41,4.42,1.62,-10.500000000000002,1.2803499999999983,20.6375,-35.03787226857763,-5.645969453715527,AVOID,"KAMATHOTEL operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -5.65.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.06.

Promoter holding is currently 55.41%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for KAMATHOTEL: AVOID."
2004,JETFREIGHT,CAPITAL GOODS,22.564705,1.3127995,0.0,0.198,-0.395,64.28,11.42,4.84,-9.85,-8.405449975,26.706,-27.891035137607545,-5.713642020021508,AVOID,"JETFREIGHT operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -5.71.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.2.

Promoter holding is currently 64.28%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for JETFREIGHT: AVOID."
2005,BDL,DEFENCE,88.74605,12.178969,0.0,-0.319,-0.504,72.46,43.13,13.38,-41.15,4.2288,40.70099999999999,-14.1233910209591,-5.7608382041918205,AVOID,"BDL operates in the DEFENCE sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -5.76.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.32.

Promoter holding is currently 72.46%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for BDL: AVOID."
2006,BALAJITELE,OTHERS,19.909836,2.2619755,0.0,-0.554,0.0,54.47,11.99,2.9,-27.700000000000003,-18.093950000000003,23.082500000000003,16.778593275568543,-5.765966344886291,AVOID,"BALAJITELE operates in the OTHERS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -5.77.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.55.

Promoter holding is currently 54.47%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for BALAJITELE: AVOID."
2007,KRITIKA,METALS,21.793104,1.8533725,0.0,-0.099,-0.25,48.06,5.56,2.5,-17.45,-3.4016,18.546,-16.39240481477077,-5.824760962954153,AVOID,"KRITIKA operates in the METALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -5.82.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.1.

Promoter holding is currently 48.06%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for KRITIKA: AVOID."
2008,RADIANTCMS,CAPITAL GOODS,13.036364,1.7459416,0.0,0.069,-0.259,58.39,9.64,9.39,-9.5,-0.6004500000000013,25.302,-39.351463267180094,-5.840027653436019,AVOID,"RADIANTCMS operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -5.84.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.07.

Promoter holding is currently 58.39%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for RADIANTCMS: AVOID."
2009,RUPA,FMCG,17.87143,1.17966,0.0,-0.009,-0.318,50.16,5.23,3.26,-16.35,0.9776498049999996,19.335,-25.712025037315662,-5.887110065963132,AVOID,"RUPA operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -5.89.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.01.

Promoter holding is currently 50.16%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for RUPA: AVOID."
2010,OLAELEC,AUTO,0.0,3.7464533,0.0,-0.55,0.0,36.76,10.62,11.84,-27.500000000000004,-56.52765,18.364,78.00757345620724,-5.933980308758549,AVOID,"OLAELEC operates in the AUTO sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -5.93.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.55.

Promoter holding is currently 36.76%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for OLAELEC: AVOID."
2011,QUINTEGRA,IT,0.0,-0.27259383,0.0,0.0,0.0,20.38,9.72,2.73,0.0,0.0,10.095499999999998,-40.05384824740898,-5.991669649481796,AVOID,"QUINTEGRA operates in the IT sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -5.99.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.0.

Promoter holding is currently 20.38%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for QUINTEGRA: AVOID."
2012,AFCONS,CAPITAL GOODS,26.708914,2.241874,0.0,-0.073,-0.353,58.83,18.29,18.66,-21.3,-2.5221,30.5425,-24.7703947015627,-5.9922089403125405,AVOID,"AFCONS operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -5.99.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.07.

Promoter holding is currently 58.83%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for AFCONS: AVOID."
2013,SYSTMTXC,OTHERS,32.709526,2.9043171,0.045089997,-0.624,0.0,57.26,6.69,3.88,-31.2,-12.548250105000005,22.994,12.469499950578404,-6.03177504138432,AVOID,"SYSTMTXC operates in the OTHERS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -6.03.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.05, while revenue growth stands at -0.62.

Promoter holding is currently 57.26%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for SYSTMTXC: AVOID."
2014,VIVIMEDLAB,PHARMA,0.0,-1.1589689,0.0,-0.563,0.0,58.08,13.91,8.02,-28.15,-39.0609488,26.245,44.11492232449034,-6.091300175101928,AVOID,"VIVIMEDLAB operates in the PHARMA sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -6.09.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.56.

Promoter holding is currently 58.08%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for VIVIMEDLAB: AVOID."
2015,HALDER,FMCG,3413.5713,1.9640317,0.0,-0.592,-0.023,49.98,7.01,8.99,-30.75,-14.161800000000005,21.1435,15.266207040244742,-6.191598591951051,AVOID,"HALDER operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -6.19.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.59.

Promoter holding is currently 49.98%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for HALDER: AVOID."
2016,STUDDS,AUTO,22.182522,3.7639694,0.0,0.094,-0.368,39.61,6.91,8.6,-13.7,7.764349999999999,17.7185,-39.995381970314696,-6.23607139406294,AVOID,"STUDDS operates in the AUTO sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -6.24.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.09.

Promoter holding is currently 39.61%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for STUDDS: AVOID."
2017,KILITCH,PHARMA,20.13903,1.9587142,0.0,-0.042,-0.326,53.57,10.12,6.19,-18.4,2.933000179999999,23.14,-31.26005520015952,-6.264110986031904,AVOID,"KILITCH operates in the PHARMA sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -6.26.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.04.

Promoter holding is currently 53.57%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for KILITCH: AVOID."
2018,VINNY,FMCG,58.5,0.42468235,0.0,0.055,-0.979,50.3,3.8,2.09,-46.2,-1.311649975,18.3975,21.119665712059778,-6.3500618500880455,AVOID,"VINNY operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -6.35.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.06.

Promoter holding is currently 50.3%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for VINNY: AVOID."
2019,MMFL,CAPITAL GOODS,26.355038,2.4685824,0.0,0.106,-0.338,63.49,7.62,1.59,-11.6,-9.4921,24.375,-24.804157116078056,-6.413461423215612,AVOID,"MMFL operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -6.41.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.11.

Promoter holding is currently 63.49%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for MMFL: AVOID."
2020,MOSCHIP,IT,125.61667,11.858709,0.0,0.184,-0.625,14.47,10.89,5.24,-22.05,2.4623501200000004,9.2785,-12.078147466914446,-6.43622445738289,AVOID,"MOSCHIP operates in the IT sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -6.44.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.18.

Promoter holding is currently 14.47%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for MOSCHIP: AVOID."
2021,SGMART,CAPITAL GOODS,67.805145,4.9853034,0.0,0.222,-0.644,35.85,20.45,16.34,-21.1,-1.08485,22.5295,-21.885799354438703,-6.526714870887741,AVOID,"SGMART operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -6.53.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.22.

Promoter holding is currently 35.85%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for SGMART: AVOID."
2022,TATAPOWER,IT,36.526142,3.6562824,0.0,-0.094,-0.252,16.92,38.49,11.02,-17.3,-10.17565005,19.724,-11.39734324653542,-6.577363664307084,AVOID,"TATAPOWER operates in the IT sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -6.58.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.09.

Promoter holding is currently 16.92%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for TATAPOWER: AVOID."
2023,AARTIPHARM,PHARMA,31.583757,3.2912867,0.0,-0.196,-0.352,54.75,12.15,6.63,-27.4,4.784450400000001,24.018999999999995,-23.05345770113001,-6.591556420226002,AVOID,"AARTIPHARM operates in the PHARMA sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -6.59.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.2.

Promoter holding is currently 54.75%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for AARTIPHARM: AVOID."
2024,XELPMOC,IT,0.0,2.041016,0.0,0.345,0.0,21.09,9.51,3.23,17.25,-103.3901,11.035999999999998,84.69856189270442,-6.695117621459112,AVOID,"XELPMOC operates in the IT sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -6.7.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.34.

Promoter holding is currently 21.09%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for XELPMOC: AVOID."
2025,WENDT,CAPITAL GOODS,99.5331,5.8466277,0.05849,-0.117,-0.605,59.91,6.1,6.02,-36.1,6.5753,23.3745,-12.702100460966731,-6.722930092193346,AVOID,"WENDT operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -6.72.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.06, while revenue growth stands at -0.12.

Promoter holding is currently 59.91%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for WENDT: AVOID."
2026,TRIDENT,FMCG,32.5125,2.8447995,0.0,-0.056,-0.4,56.07,13.99,12.48,-22.8,-0.7138501649999998,26.7615,-25.13302650067489,-6.728460349634977,AVOID,"TRIDENT operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -6.73.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.06.

Promoter holding is currently 56.07%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for TRIDENT: AVOID."
