SYMBOL,PROMOTER_HOLDING,FII_HOLDING,DII_HOLDING,PLEDGE_PERCENT
SADBHAV,62.35,8.16,4.31,3.46
SADBHIN,40.61,14.72,8.87,5.92
SADHNANIQ,39.16,6.89,6.06,0.06
SAFARI,51.0,18.72,11.37,3.8
SAGARDEEP,49.06,7.99,2.53,2.51
SAGCEM,36.03,14.13,8.76,2.59
SAGILITY,60.11,27.44,27.35,1.63
SAHLIBHFI,51.38,12.54,4.68,7.45
SAHYADRI,64.34,6.27,4.35,7.65
SAIL,50.51,44.55,19.57,1.66
SAILIFE,38.22,24.61,10.87,8.89
SAIPARENT,49.56,12.03,5.53,7.66
SAKAR,64.29,3.7,1.26,1.66
SAKHTISUG,41.69,9.87,2.96,8.99
SAKSOFT,26.56,11.71,1.74,5.66
SAKUMA,51.82,3.19,1.95,3.76
SALASAR,48.11,9.36,7.57,7.8
SALONA,39.2,9.48,9.31,5.83
SALSTEEL,40.84,7.56,6.75,0.26
SALZERELEC,64.68,7.69,8.79,4.31
SAMBHAAV,50.62,11.07,4.33,9.82
SAMBHV,44.4,8.72,2.01,1.15
SAMHI,47.21,6.88,4.33,1.67
SAMMAANCAP,19.4,13.68,6.53,7.14
SAMPANN,58.74,14.77,8.78,1.81
SANATHAN,38.17,4.67,9.24,5.78
SANCO,60.86,2.7,5.8,1.34
SANDESH,48.99,6.75,7.96,9.36
SANDHAR,49.55,6.82,5.01,0.32
SANDUMA,58.61,12.36,10.82,3.45
SANGAMIND,49.33,3.34,9.37,1.78
SANGHVIMOV,52.3,10.04,8.21,5.63
SANGINITA,54.65,12.35,4.49,5.5
SANOFI,59.61,19.34,14.95,3.11
SANOFICONR,38.69,18.42,6.23,6.68
SANSERA,57.27,23.89,10.16,7.04
SANSTAR,61.37,5.7,2.63,0.36
SANWARIA,42.74,9.68,8.59,1.56
SAPPHIRE,61.41,13.37,15.63,3.55
SAPPL,43.03,7.7,7.47,8.17
SARDAEN,45.18,28.17,18.87,9.91
SAREGAMA,35.26,16.85,8.7,0.9
SARLAPOLY,44.82,6.2,6.29,7.65
SARVESHWAR,62.58,5.58,1.83,1.35
SASKEN,22.39,14.48,2.19,7.26
SATIA,36.74,10.97,2.83,6.05
SATIN,55.06,12.52,5.24,1.23
SAURASHCEM,51.73,2.5,9.9,9.45
SAYAJIHOTL,49.88,6.74,1.82,8.62
SBC,44.79,13.88,1.15,3.55
SBCL,55.14,3.54,5.56,0.34
SBFC,53.35,13.56,8.81,2.02
SBGLP,61.9,4.94,8.41,0.6
SBICARD,38.51,32.78,21.67,2.72
SBILIFE,53.57,44.44,22.61,3.45
SBIN,31.11,24.14,12.66,9.33
SCANSTL,45.91,13.41,6.64,7.41
SCHAEFFLER,46.48,35.0,17.84,9.92
SCHAND,57.72,7.76,7.1,2.6
SCHNEIDER,35.57,34.61,21.24,8.67
SCI,57.12,10.51,12.79,4.36
SCILAL,62.05,13.55,6.61,3.96
SCODATUBES,48.64,4.93,4.87,5.85
SCPL,64.33,3.5,9.6,3.61
SDBL,43.44,2.34,6.2,5.19
SEAMECLTD,53.61,10.43,9.84,3.52
SECMARK,42.59,3.33,2.43,9.3
SECURKLOUD,20.32,4.54,8.55,3.7
SEDEMAC,44.37,24.74,10.32,7.95
SEIL,42.64,3.89,6.99,1.46
SEJALLTD,62.57,9.02,7.17,7.18
SELMC,45.29,10.15,1.17,5.41
SEMAC,53.61,2.49,1.48,3.4
SENCO,59.04,21.36,11.42,9.48
SENORES,56.47,12.38,2.54,7.84
SEPC,40.4,9.52,7.04,1.42
SERVOTECH,35.13,4.4,5.22,0.76
SESHAPAPER,53.73,12.09,1.55,9.69
SETCO,57.02,10.45,9.35,3.08
SETL,41.88,9.26,7.37,3.77
SETUINFRA,64.65,10.39,3.66,6.45
SEYAIND,44.34,13.75,4.82,2.81
SFL,57.67,13.8,14.12,1.9
SGFIN,42.95,3.96,2.74,6.58
SGIL,54.05,13.5,6.94,9.08
SGL,37.24,8.02,4.17,1.68
SGMART,35.85,20.45,16.34,2.38
SHADOWFAX,54.34,16.2,18.4,1.99
SHAH,58.31,6.57,4.61,1.6
SHAHALLOYS,46.8,8.98,9.7,9.74
SHAILY,53.81,15.85,5.31,0.75
SHAKTIPUMP,44.91,24.43,11.57,0.3
SHALBY,43.81,14.59,6.11,6.14
SHALPAINTS,64.48,7.53,3.62,8.76
SHANKARA,41.69,2.27,5.8,2.18
SHANTI,50.98,13.48,6.49,3.15
SHANTIGEAR,57.54,12.82,1.48,3.75
SHANTIGOLD,49.27,6.13,5.22,9.74
SHARDACROP,56.14,16.41,8.35,1.55
SHARDAMOTR,60.35,15.02,10.02,3.09
SHARDUL,63.74,14.92,9.92,1.9
SHAREINDIA,59.81,11.56,7.56,5.54
SHBAJRG,62.23,12.14,8.04,2.18
SHEKHAWATI,61.05,6.1,6.68,7.59
SHEMAROO,39.22,4.42,2.95,9.94
SHILCTECH,63.8,5.57,5.54,1.13
SHILPAMED,55.63,19.1,9.98,9.18
SHINDL,46.09,11.62,3.72,2.61
SHIVALIK,43.56,8.11,7.86,7.37
SHIVAMAUTO,50.57,13.52,8.69,2.71
SHIVAMILLS,58.6,12.51,9.5,6.04
SHIVATEX,59.26,12.78,6.56,6.91
SHIVAUM,56.04,12.78,9.15,1.44
SHK,46.82,4.72,2.92,1.03
SHOPERSTOP,40.87,5.49,4.86,4.81
SHRADHA,37.94,9.05,9.48,6.02
SHREDIGCEM,42.5,12.22,7.82,7.52
SHREECEM,50.13,25.26,22.98,7.37
SHREEJISPG,55.8,14.98,10.42,2.96
SHREEPUSHK,45.56,2.87,7.09,9.66
SHREERAMA,50.34,8.76,2.17,0.6
SHRENIK,35.78,2.87,4.11,7.79
SHREYANIND,60.41,9.66,2.74,8.91
SHRIKRISH,38.01,14.89,6.93,5.1
SHRINGARMS,36.87,3.64,1.34,1.16
SHRIPISTON,47.85,10.66,6.13,3.48
SHRIRAMFIN,49.2,24.15,11.39,2.54
SHRIRAMPPS,43.15,12.21,5.47,3.24
SHYAMCENT,57.45,2.42,1.43,5.26
SHYAMMETL,52.76,39.05,17.26,1.75
SHYAMTEL,12.11,2.26,9.56,5.46
SICAGEN,51.73,4.94,3.67,3.68
SICALLOG,39.96,9.68,7.61,1.86
SIEMENS,50.75,38.72,29.58,7.84
SIGACHI,46.42,6.49,4.54,2.48
SIGIND,36.83,4.24,8.22,2.99
SIGMA,28.78,4.63,6.82,8.37
SIGMAADV,59.14,21.62,14.35,5.18
SIGNATURE,53.53,11.1,7.01,2.75
SIGNPOST,60.62,5.72,3.26,1.75
SIKA,41.35,12.69,2.43,0.71
SIKKO,53.4,7.49,2.31,4.08
SIL,39.45,4.56,8.74,1.4
SILGO,51.52,3.94,5.98,5.57
SILINV,51.46,12.86,7.65,0.81
SILLYMONKS,61.37,6.6,8.41,6.77
SILVERTUC,30.12,12.95,7.98,2.43
SIMBHALS,54.61,4.18,4.22,6.83
SIMPLEXINF,41.2,11.03,2.77,1.3
SINCLAIR,39.16,6.05,1.11,9.06
SINDHUTRAD,46.68,11.93,1.45,8.54
SINGERIND,48.04,6.21,1.54,0.29
SINTERCOM,43.85,7.19,5.94,9.54
SIRCA,38.49,6.31,7.54,1.44
SIS,54.45,18.8,17.0,1.29
SITINET,45.86,5.79,5.71,0.4
SIYSIL,60.82,4.81,5.16,8.03
SJS,49.67,18.16,8.36,6.1
SJVN,29.59,36.89,19.98,5.43
SKFINDIA,61.64,18.05,19.17,4.04
SKFINDUS,39.89,17.21,12.8,1.25
SKIL,51.35,2.57,8.91,4.31
SKIPPER,42.67,13.75,18.66,1.76
SKMEGGPROD,55.86,6.69,8.06,9.27
SKYGOLD,50.7,18.45,14.6,9.47
SMARTLINK,27.02,2.58,2.07,8.12
SMARTWORKS,62.42,14.04,6.1,3.49
SMCGLOBAL,49.37,13.87,7.16,7.81
SMLMAH,48.34,10.65,16.59,2.45
SMLT,47.05,5.86,2.02,2.64
SMSPHARMA,45.79,9.14,3.36,3.86
SNOWMAN,64.29,4.81,9.41,7.59
SOBHA,42.29,16.95,17.67,4.53
SOFTTECH,22.56,2.66,6.64,2.0
SOLARA,61.59,14.95,5.39,6.07
SOLARINDS,61.15,39.77,22.94,0.24
SOLARWORLD,18.84,8.21,4.2,6.69
SOLEX,11.75,5.51,9.0,2.87
SOMANYCERA,64.96,4.06,5.02,1.43
SOMATEX,61.18,12.44,7.46,4.95
SOMICONVEY,49.71,9.92,6.71,9.32
SONACOMS,59.83,24.16,12.88,0.23
SONAL,44.02,7.25,8.86,5.71
SONAMLTD,58.27,5.03,5.77,7.7
SONATSOFTW,22.53,23.28,10.47,6.16
SOTL,62.35,6.88,2.53,1.86
SOUTHBANK,16.97,22.28,7.95,1.92
SOUTHWEST,59.86,12.84,9.28,9.22
SPAL,56.26,4.63,5.72,7.2
SPANDANA,64.06,8.55,1.64,7.67
SPARC,54.12,21.91,18.05,6.08
SPCENET,63.91,6.53,4.34,0.84
SPECIALITY,62.88,2.33,6.7,5.1
SPECTRUM,64.92,10.73,2.12,5.1
SPENCERS,59.03,2.79,6.75,2.3
SPIC,64.63,13.35,2.19,2.18
SPLIL,49.23,10.55,6.14,5.42
SPLPETRO,57.79,16.07,14.31,3.98
SPMLINFRA,49.33,7.76,5.53,2.43
SPORTKING,54.05,14.63,4.34,8.67
SRD,49.25,8.56,3.2,4.92
SREEL,58.51,9.97,9.24,0.35
SRF,49.33,25.48,21.81,0.8
SRGHFL,33.83,6.42,9.13,6.36
SRHHYPOLTD,59.28,12.81,1.95,2.09
SRM,53.16,8.64,3.13,5.73
SRPL,61.33,6.43,4.31,3.21
SRTL,45.4,2.23,5.62,1.21
SSDL,35.63,13.35,6.06,5.98
SSWL,35.28,13.95,7.59,4.54
STALLION,63.89,2.57,5.42,9.41
STANLEY,61.93,11.15,4.42,9.7
STAR,38.71,12.35,11.97,4.29
STARCEMENT,41.4,10.89,14.61,5.78
STARHEALTH,50.67,43.62,12.0,8.92
STARPAPER,62.4,10.86,1.89,8.72
STARTECK,49.23,10.13,1.66,8.14
STCINDIA,46.57,11.13,4.94,6.51
STEELCAS,40.91,2.04,3.93,6.07
STEELCITY,48.03,9.1,3.17,6.86
STEELXIND,39.59,11.25,9.92,4.13
STEL,50.98,13.87,1.29,0.54
STERTOOLS,48.94,5.1,7.41,9.06
STLNETWORK,48.53,9.28,3.34,7.29
STLTECH,20.06,22.96,16.95,2.06
STOVEKRAFT,52.97,14.3,1.78,4.54
STUDDS,39.61,6.91,8.6,3.68
STYL,21.03,7.3,2.23,7.16
STYLAMIND,49.05,14.83,4.15,1.25
STYLEBAAZA,57.6,7.49,5.68,2.77
STYRENIX,50.63,11.25,5.98,4.83
SUBEXLTD,13.5,7.74,1.42,1.59
SUBROS,45.15,14.56,13.28,8.83
SUDARCOLOR,59.61,8.16,3.2,9.63
SUDARSCHEM,52.0,14.98,5.11,6.41
SUDEEPPHRM,60.49,18.56,14.8,9.16
SUKHJITS,54.9,5.43,1.6,4.43
SULA,59.44,10.24,4.63,3.93
SUMEETINDS,43.94,7.28,4.92,5.34
SUMICHEM,42.15,20.74,20.02,7.68
SUMIT,56.06,13.04,1.2,6.34
SUMMITSEC,46.75,8.41,2.18,5.58
SUNCLAY,50.46,2.76,9.12,0.63
SUNDARAM,37.34,8.82,9.04,3.92
SUNDARMFIN,60.68,30.95,25.89,9.85
SUNDRMBRAK,56.44,10.72,7.85,1.2
SUNDRMFAST,58.29,17.4,17.72,2.93
SUNDROP,40.36,13.36,2.11,0.29
SUNFLAG,46.57,12.73,18.2,7.5
SUNPHARMA,40.46,41.3,13.0,8.52
SUNTECK,45.81,13.5,8.86,6.65
SUNTV,62.83,34.12,20.53,2.46
SUPERHOUSE,60.7,6.19,2.39,0.69
SUPERSPIN,55.42,12.34,8.92,9.83
SUPRAJIT,44.59,11.04,14.79,8.47
SUPREME,48.7,4.61,5.51,4.33
SUPREMEENG,57.95,2.38,4.72,6.99
SUPREMEIND,48.18,43.12,14.67,8.44
SUPREMEINF,51.12,8.05,5.5,6.85
SUPRIYA,51.66,11.7,15.91,2.75
SURAJEST,41.81,12.71,7.34,8.98
SURAJLTD,55.69,6.49,2.62,7.54
SURAKSHA,35.09,10.56,4.53,6.95
SURANASOL,18.75,12.74,3.06,9.62
SURANAT&P,32.47,11.7,1.22,3.54
SURYALA,60.91,13.86,8.6,0.44
SURYALAXMI,58.78,14.23,2.23,7.61
SURYAROSNI,59.07,12.77,7.68,8.83
SURYODAY,21.18,11.42,9.91,4.62
SUTLEJTEX,50.09,2.5,6.97,7.45
SUVEN,41.39,24.33,5.56,5.99
SUVIDHAA,10.55,6.59,2.6,0.49
SUYOG,42.89,11.11,6.21,9.88
SUZLON,48.48,30.4,11.29,6.43
SVLL,45.4,14.89,6.06,3.62
SVPGLOB,39.31,10.88,2.25,9.94
SWANCORP,52.93,17.41,17.89,9.49
SWANDEF,60.04,14.22,13.13,1.47
SWARAJENG,52.95,6.24,8.26,7.39
SWELECTES,30.06,10.62,4.01,9.78
SWIGGY,57.45,20.72,26.41,5.81
SWSOLAR,22.75,4.3,8.23,9.5
SYMPHONY,58.94,18.57,6.07,5.77
SYNCOMF,55.52,12.78,9.02,1.92
SYNGENE,57.96,11.46,10.71,8.99
SYRMA,32.12,24.85,21.4,4.29
SYSTMTXC,57.26,6.69,3.88,0.24
TAALTECH,52.3,8.07,3.37,5.26
TAINWALCHM,43.13,14.44,3.7,3.55
TAJGVK,35.11,13.39,8.69,2.03
TAKE,46.1,9.42,2.02,0.03
TALBROAUTO,60.55,14.12,1.5,6.21
TAMBOLIIN,64.95,8.63,1.99,9.45
TANLA,17.96,23.56,13.94,3.8
TARACHAND,60.96,8.41,9.48,1.78
TARAPUR,47.43,7.76,6.29,3.35
TARC,40.06,12.53,1.45,4.89
TARIL,54.73,13.24,8.95,9.73
TARMAT,57.36,9.77,8.13,9.14
TARSONS,64.85,14.66,4.02,7.41
TASTYBITE,50.89,13.06,9.66,3.93
TATACAP,36.93,24.36,29.09,8.16
TATACHEM,55.11,13.53,10.02,2.81
TATACOMM,54.81,41.99,14.85,8.69
TATACONSUM,39.32,28.62,24.08,5.35
TATAELXSI,25.48,29.32,14.78,2.09
TATAINVEST,49.76,38.02,10.52,9.08
TATAPOWER,16.92,38.49,11.02,5.0
TATASTEEL,56.01,44.18,13.29,3.24
TATATECH,28.04,40.94,24.0,0.04
TATVA,35.74,11.69,3.75,0.83
TBOTEK,51.64,21.71,9.74,7.64
TBZ,41.32,9.88,9.15,7.16
TCC,57.52,9.17,1.75,8.87
TCI,64.12,15.45,8.09,1.78
TCIEXP,37.98,3.76,2.6,1.46
TCIFINANCE,50.45,7.23,7.85,3.46
TCPLPACK,48.24,10.16,6.72,1.09
TCS,26.78,26.15,23.55,9.02
TDPOWERSYS,43.43,16.8,19.34,4.23
TEAMGTY,45.75,2.62,3.31,6.48
TEAMLEASE,64.02,10.27,6.9,4.69
TECHM,10.68,35.12,10.03,1.98
TECHNOE,57.59,10.85,10.23,4.46
TECHNVISN,42.9,6.0,4.55,0.04
TECILCHEM,43.97,8.63,8.16,5.79
TEGA,58.24,18.49,17.5,9.66
TEJASNET,20.32,16.36,11.59,8.76
TEMBO,54.92,2.5,1.41,1.21
TENNIND,37.76,8.6,8.79,4.44
TERASOFT,17.91,6.2,9.6,5.96
TEXINFRA,54.99,3.4,9.74,0.64
TEXMOPIPES,51.57,13.72,3.07,0.16
TEXRAIL,61.07,12.97,7.67,4.01
TFCILTD,50.32,6.87,8.05,1.8
TFL,13.1,9.29,3.17,2.67
TGBHOTELS,64.87,12.24,8.02,1.22
THACKER,36.66,2.77,7.97,1.54
THAKDEV,60.64,11.14,4.66,3.15
THANGAMAYL,47.59,23.19,5.65,3.13
THEINVEST,54.0,2.32,1.66,9.55
THEJO,63.39,4.34,6.98,5.53
THELEELA,39.49,10.1,13.41,0.73
THEMISMED,37.34,11.69,8.92,4.14
THERMAX,63.66,31.39,11.27,6.49
THOMASCOOK,59.11,8.36,5.96,9.0
THOMASCOTT,42.55,10.67,1.77,3.99
THYROCARE,40.22,16.43,15.14,5.32
TI,59.5,10.58,17.84,0.94
TICL,63.72,5.48,5.25,6.52
TIGERLOGS,64.54,5.49,7.69,7.4
TIIL,46.54,16.02,16.39,1.35
TIINDIA,42.67,40.62,27.0,3.19
TIJARIA,45.21,4.27,8.88,3.27
TIL,52.6,10.61,9.22,3.51
TIMETECHNO,55.89,15.38,7.55,1.12
TIMEX,64.42,12.08,3.55,6.62
TIMKEN,39.45,25.04,18.98,2.35
TINNARUBR,45.16,9.52,7.55,8.3
TIPSFILMS,43.61,8.52,5.21,4.3
TIPSMUSIC,59.5,23.59,14.8,0.22
TIRUMALCHM,50.72,5.93,7.84,1.84
TIRUPATIFL,53.27,9.75,9.15,8.14
TITAGARH,41.46,10.4,5.94,0.58
TITAN,35.43,43.35,13.29,2.9
TMB,32.53,20.08,10.7,0.09
TMCV,53.92,36.54,19.09,1.37
TMPV,35.46,32.14,29.91,6.62
TNPETRO,38.27,8.41,5.98,8.59
TNPL,43.98,3.48,10.0,5.56
TNTELE,33.81,11.43,2.37,7.36
TOKYOPLAST,52.49,4.28,1.9,7.32
TOLINS,37.79,4.57,5.14,6.93
TORNTPHARM,42.75,31.98,25.28,6.58
TORNTPOWER,33.93,39.77,20.34,3.48
TOTAL,44.06,7.72,9.7,5.77
TOUCHWOOD,57.31,3.11,8.82,6.58
TPHQ,61.01,2.61,2.01,6.98
TPLPLASTEH,60.4,6.34,5.66,2.24
TRACXN,11.83,12.15,3.19,0.21
TRANSPEK,61.9,11.64,1.04,1.65
TRANSRAILL,39.52,18.19,16.48,3.99
TRANSWORLD,48.44,4.81,2.66,4.16
TRAVELFOOD,40.4,17.18,19.1,8.51
TREEHOUSE,40.06,4.83,5.62,3.67
TREJHARA,12.06,13.34,7.56,9.62
TREL,51.24,3.44,2.95,2.34
TRENT,38.02,30.49,29.02,8.99
TRF,59.74,6.06,7.6,2.41
TRIDENT,56.07,13.99,12.48,1.8
TRIGYN,27.35,11.8,3.08,8.99
TRITURBINE,52.47,24.92,18.55,7.82
TRIVENI,50.73,20.4,9.19,0.23
TRU,38.34,3.59,3.43,9.93
TRUALT,52.79,7.23,6.93,1.27
TSFINV,35.39,21.82,19.06,1.25
TTKHLTCARE,47.23,10.27,8.54,9.96
TTKPRESTIG,37.96,14.83,9.67,5.17
TTL,41.21,10.07,3.28,0.78
TTML,46.42,18.02,5.33,3.64
TVSELECT,33.49,13.81,9.83,7.39
TVSHLTD,59.84,39.23,19.0,5.95
TVSMOTOR,46.69,30.22,10.66,6.01
TVSSCS,53.64,10.22,7.91,5.6
TVSSRICHAK,41.19,14.51,6.9,2.14
TVTODAY,63.26,14.19,4.2,9.67
TVVISION,40.78,13.03,8.07,8.11
UBL,55.01,25.49,18.17,4.75
UCAL,40.96,3.48,8.92,3.09
UCOBANK,26.77,44.39,19.41,4.07
UDS,58.58,7.01,1.6,9.87
UEL,16.02,13.19,3.1,2.06
UFBL,43.81,7.11,6.36,0.09
UFLEX,47.25,6.25,5.54,2.74
UFO,40.94,3.86,2.33,5.87
UGARSUGAR,53.78,11.25,2.3,0.41
UGROCAP,61.54,5.07,4.3,8.89
UJJIVANSFB,13.91,10.0,13.16,0.26
ULTRACEMCO,61.98,43.11,13.86,3.68
ULTRAMAR,54.58,9.64,5.96,0.63
UMAEXPORTS,46.48,14.59,4.37,4.51
UMESLTD,38.1,10.72,4.66,1.4
UMIYA-MRO,35.65,5.58,8.94,7.96
UNICHEMLAB,60.15,14.16,6.99,4.33
UNIDT,66.99,14.84,3.84,4.2
UNIECOM,30.37,3.41,1.08,9.31
UNIENTER,53.14,7.55,6.48,0.84
UNIINFO,42.34,9.6,9.44,0.93
UNIMECH,62.04,21.42,17.93,1.52
UNIONBANK,31.5,42.25,29.43,4.52
UNIPARTS,40.24,9.56,6.84,5.66
UNITDSPR,52.67,32.02,21.2,9.41
UNITECH,45.58,2.53,3.91,0.65
UNITEDPOLY,48.46,4.93,4.55,2.06
UNITEDTEA,60.05,13.81,6.14,2.83
UNIVAFOODS,61.63,8.92,7.05,9.5
UNIVASTU,54.49,3.98,1.78,4.68
UNIVCABLES,53.21,3.64,8.37,1.72
UNIVPHOTO,62.92,11.39,5.51,2.29
UNOMINDA,64.22,35.27,12.85,3.64
UPL,63.61,37.16,23.64,3.54
URAVIDEF,60.03,12.54,8.47,5.17
URBANCO,16.4,22.84,11.29,5.49
URJA,30.44,13.96,1.68,6.19
USHAMART,35.26,20.49,7.48,2.66
USK,57.68,7.37,1.38,1.53
UTIAMC,64.25,21.83,19.28,8.88
UTKARSHBNK,20.93,8.09,3.4,7.28
UTLSOLAR,29.95,20.05,16.12,0.96
UTTAMSUGAR,40.52,2.51,6.23,4.87
UYFINCORP,53.61,10.53,4.38,2.44
V2RETAIL,35.11,20.78,16.8,2.1
VADILALIND,53.88,8.11,6.3,6.61
VAIBHAVGBL,54.24,9.15,7.42,7.33
VAISHALI,55.26,13.94,4.13,9.12
VAKRANGEE,30.81,9.79,6.79,9.59
VALIANTLAB,40.28,12.51,8.28,8.63
VALIANTORG,48.18,5.47,9.61,1.03
VARDHACRLC,38.71,4.76,7.06,2.72
VARDMNPOLY,54.6,4.61,8.92,7.22
VARROC,46.37,19.47,11.48,1.35
VASCONEQ,62.3,5.84,4.28,6.39
VASWANI,45.87,11.8,7.31,9.89
VBL,63.18,26.89,29.79,6.67
VCL,60.51,7.81,6.32,3.73
VEDL,42.81,26.86,19.19,5.0
VEEDOL,45.5,13.59,2.72,9.55
VELJAN,44.4,6.58,4.84,8.94
VENKEYS,38.51,3.63,5.95,7.14
VENTIVE,59.32,24.89,19.82,9.48
VENUSPIPES,48.13,4.02,5.04,5.49
VENUSREM,59.97,4.16,2.6,3.32
VERANDA,49.5,6.6,7.88,1.78
VERTOZ,30.77,14.47,4.61,7.1
VESUVIUS,62.81,22.06,14.65,4.45
VETO,54.71,14.91,9.97,4.62
VGL,45.51,6.98,8.12,4.53
VGUARD,45.01,10.97,7.62,9.43
VHL,64.2,4.78,3.8,3.58
VHLTD,53.78,2.83,8.23,1.72
VIDHIING,50.66,11.36,8.84,3.86
VIDYAWIRES,47.08,14.92,4.71,6.96
VIJAYA,64.04,17.38,11.98,6.48
VIJIFIN,64.2,13.73,3.06,9.93
VIKASECO,43.55,13.35,2.42,6.91
VIKASLIFE,45.14,4.71,3.19,1.93
VIKRAMSOLR,24.32,18.77,15.41,6.43
VIKRAN,41.83,8.61,9.54,8.15
VIMTALABS,48.58,7.04,6.35,1.16
VINATIORGA,52.17,20.52,16.93,4.71
VINCOFE,50.72,6.7,5.09,0.77
VINDHYATEL,43.69,3.31,7.3,3.98
VINEETLAB,44.1,3.47,7.65,9.54
VINNY,50.3,3.8,2.09,8.7
VINYLINDIA,58.49,13.33,1.44,0.31
VIPCLOTHNG,58.7,4.53,8.56,6.16
VIPIND,45.73,14.83,2.23,3.22
VIPULLTD,54.01,8.39,8.06,5.08
VIRINCHI,30.38,14.24,4.18,5.64
VISAKAIND,57.44,12.18,8.21,4.34
VISASTEEL,53.06,10.73,9.9,5.48
VISHNU,42.26,13.75,5.42,3.67
VISHWARAJ,59.53,6.32,4.46,5.55
VITAL,42.43,10.27,4.22,7.14
VIVIDHA,55.13,14.74,3.41,1.73
VIVIMEDLAB,58.08,13.91,8.02,2.61
VIYASH,52.45,20.86,9.81,7.3
VLEGOV,20.45,9.34,4.82,4.17
VLSFINANCE,47.94,3.81,3.18,9.59
VMART,60.73,13.54,9.99,2.2
VMM,51.23,21.95,18.81,7.55
VMSTMT,45.09,2.44,5.4,1.28
VOLTAMP,37.48,14.0,19.46,0.43
VOLTAS,38.42,25.26,14.21,9.78
VPRPL,48.91,5.94,5.79,2.37
VRAJ,48.94,6.26,9.95,6.41
VRLLOG,48.22,5.58,5.01,5.6
VSSL,51.07,3.62,7.42,4.2
VSTIND,49.9,9.7,1.51,0.33
VSTL,56.88,11.06,7.2,1.99
VSTTILLERS,36.83,10.15,4.13,5.17
VTL,57.35,17.79,10.68,2.98
WAAREEENER,33.72,43.16,25.2,4.08
WAAREEINDO,34.08,10.66,3.69,2.05
WAAREERTL,21.58,17.55,17.71,3.17
WABAG,38.64,22.25,16.1,2.25
WAKEFIT,60.48,4.82,2.53,1.57
WALCHANNAG,55.97,2.53,5.52,1.2
WANBURY,43.65,3.2,4.82,4.4
WCIL,45.48,14.99,4.51,2.69
WEALTH,58.1,6.55,3.41,7.9
WEBELSOLAR,19.68,11.71,9.06,5.11
WEIZMANIND,40.8,4.87,4.14,2.19
WEL,46.05,5.24,6.88,1.16
WELCORP,37.85,28.17,17.8,2.13
WELENT,36.9,12.45,13.77,0.07
WELINV,52.66,5.46,7.06,1.55
WELSPLSOL,58.83,12.75,3.11,0.69
WELSPUNLIV,58.18,21.73,8.07,2.95
WENDT,59.91,6.1,6.02,9.29
WESTLIFE,52.85,14.64,8.13,2.88
WEWIN,32.13,6.44,6.45,5.0
WEWORK,36.68,20.55,15.6,8.37
WHEELS,60.18,2.4,9.46,4.82
WHIRLPOOL,61.6,23.97,13.28,3.99
WILLAMAGOR,56.64,11.47,4.38,6.74
WIMPLAST,59.54,11.81,1.85,9.27
WINDLAS,55.2,11.49,2.43,7.49
WINDMACHIN,45.21,11.15,8.94,9.76
WINSOME,37.03,9.15,9.25,8.26
WIPL,39.59,7.97,5.71,3.98
WIPRO,17.43,23.45,22.19,4.78
WOCKPHARMA,50.76,42.42,17.31,9.63
WONDERLA,50.97,13.5,8.61,7.7
WORTHPERI,63.22,7.46,1.64,1.24
WPIL,40.3,4.83,3.5,8.61
WSI,48.05,9.03,2.46,7.04
WSTCSTPAPR,35.49,11.48,1.34,6.41
XCHANGING,24.95,5.65,6.74,4.24
XELPMOC,21.09,9.51,3.23,0.06
XPROINDIA,45.28,2.86,9.52,9.89
XTGLOBAL,20.24,12.28,8.56,4.44
YASHO,62.07,12.48,7.99,8.42
YATHARTH,38.06,14.04,16.91,4.43
YATRA,44.86,12.29,5.57,8.72
YESBANK,21.7,38.19,19.44,6.34
YUKEN,57.96,14.58,2.34,8.0
ZAGGLE,11.06,6.37,1.39,5.52
ZEEL,62.42,19.4,16.68,0.42
ZEELEARN,56.0,2.12,5.5,0.37
ZEEMEDIA,57.2,5.55,8.53,2.49
ZENITHEXPO,64.47,14.76,6.83,1.89
ZENITHSTL,36.94,11.36,9.47,7.85
ZENSARTECH,31.42,15.98,14.75,4.73
ZENTEC,56.55,18.32,7.99,7.7
ZFCVINDIA,42.78,25.42,25.78,6.69
ZFSTEERING,37.12,7.11,5.18,5.36
ZIMLAB,38.51,13.75,5.44,2.07
ZODIAC,36.14,10.78,1.43,3.67
ZODIACLOTH,63.0,9.87,4.38,0.79
ZOTA,37.15,6.52,6.12,3.31
ZSARACOM,39.71,3.79,9.98,7.87
ZUARI,37.56,13.63,8.82,2.77
ZUARIIND,50.03,7.48,5.81,2.21
ZYDUSLIFE,47.16,34.04,24.36,5.14
ZYDUSWELL,42.74,22.26,7.99,2.76
